file	all	nonSym	cladeC	cladeD
SRR3095779_symbCounts.tsv	20869263	15469958	475	31944	5363932	2954
SRR3095780_symbCounts.tsv	19982034	13931110	578	35006	6011796	3544
SRR5223641_symbCounts.tsv	131813	126231	543	1239	3621	179
SRR5223642_symbCounts.tsv	130040	127253	229	479	2018	61
SRR5223643_symbCounts.tsv	109985	108898	179	262	608	38
SRR5223644_symbCounts.tsv	113965	113227	63	141	495	39
SRR5223645_symbCounts.tsv	152865	148388	301	753	3333	90
SRR5223646_symbCounts.tsv	129734	127316	205	426	1688	99
SRR5223647_symbCounts.tsv	163222	159903	337	727	2162	93
SRR5223648_symbCounts.tsv	134113	131354	236	472	1955	96
SRR5236067_symbCounts.tsv	17224588	15268632	280	17716	1935980	1980
SRR5236068_symbCounts.tsv	22317350	19633784	420	24727	2655970	2449
SRR5236069_symbCounts.tsv	18670382	16154650	404	23862	2489168	2298
SRR5236070_symbCounts.tsv	13455628	11423639	304	19447	2010617	1621
SRR5489014_symbCounts.tsv	2238813	2210085	332	1121	27099	176
SRR5489015_symbCounts.tsv	3225247	3202079	97	549	22420	102
SRR5489018_symbCounts.tsv	2689629	2649498	127	1488	38393	123
SRR5489019_symbCounts.tsv	3125214	3115383	90	692	8932	117
SRR5489020_symbCounts.tsv	3093966	3055769	138	1250	36658	151
SRR5489021_symbCounts.tsv	2996569	2991071	73	162	5190	73
SRR629089_symbCounts.tsv	563472	117504	294	1144	10148	434382
SRR629090_symbCounts.tsv	503849	204738	274	857	8355	289625
SRR629091_symbCounts.tsv	2896829	1272688	978	3182	5744	1614237
SRR629092_symbCounts.tsv	1540180	730652	181	771	2462	806114
SRR629093_symbCounts.tsv	1062189	430558	533	1580	13212	616306
SRR629094_symbCounts.tsv	1550131	761990	544	1664	3840	782093
SRR629095_symbCounts.tsv	1251682	555675	940	2286	4007	688774
SRR629096_symbCounts.tsv	1870071	872966	524	1703	3870	991008
SRR629126_symbCounts.tsv	1122226	415448	624	1959	9334	694861
SRR629127_symbCounts.tsv	1103575	443389	557	1410	2885	655334
SRR629128_symbCounts.tsv	561506	163466	232	722	1863	395223
SRR629129_symbCounts.tsv	2050963	1727438	560	4813	316377	1775
SRR629130_symbCounts.tsv	798906	628417	303	2615	165946	1625
SRR629131_symbCounts.tsv	1748876	1016529	454	7454	721311	3128
SRR629132_symbCounts.tsv	1179620	748535	830	5112	417139	8004
SRR629133_symbCounts.tsv	4381104	1931957	3589	12316	23108	2410134
SRR629134_symbCounts.tsv	3291575	1558141	1979	23939	1696037	11479
SRR629135_symbCounts.tsv	780828	225432	595	4488	420961	129352
SRR629136_symbCounts.tsv	250614	79485	669	2539	148830	19091
SRR629150_symbCounts.tsv	3404547	2099143	1741	24795	1248806	30062
SRR629151_symbCounts.tsv	3326550	1401634	2487	27892	1847842	46695
SRR629152_symbCounts.tsv	1134604	975964	282	1251	32511	124596
SRR629153_symbCounts.tsv	2521264	2223137	484	1598	13669	282376
SRR629154_symbCounts.tsv	1774942	953875	505	8287	805745	6530
SRR629155_symbCounts.tsv	2794539	1247309	722	16127	1521209	9172
SRR629156_symbCounts.tsv	213754	80462	894	3048	99204	30146
SRR629157_symbCounts.tsv	1195623	685064	372	5027	502788	2372
SRR629158_symbCounts.tsv	2034402	755803	800	11863	1227556	38380
SRR629159_symbCounts.tsv	1273555	396858	532	7871	847570	20724
SRR629160_symbCounts.tsv	3925854	1393453	1302	10296	25218	2495585
SRR629161_symbCounts.tsv	4267271	1523323	1207	10345	26645	2705751
SRR6396371_symbCounts.tsv	4501060	2677935	1585559	2574	234855	137
SRR6396373_symbCounts.tsv	3298869	2869271	414695	221	14594	88
SRR6396374_symbCounts.tsv	3536072	1931206	1604577	106	66	117
SRR6396376_symbCounts.tsv	2719855	1923954	795731	53	49	68
SRR6396377_symbCounts.tsv	6910877	3231818	3678622	180	53	204
SRR6396379_symbCounts.tsv	4105968	3325561	780227	31	21	128
SRR6396380_symbCounts.tsv	5081280	2968539	2112561	68	52	60
SRR6396382_symbCounts.tsv	3725756	3066991	658624	36	42	63
