my_title,Run,my_stage,Organism,treat,treatDescription,special,bleached,stress
L_Barshis2013_PRJNA177515,SRR629126,adult,Acropora hyacinthus,heat,09_h_HV,none,yes,stressed
L_Barshis2013_PRJNA177515,SRR629130,adult,Acropora hyacinthus,heat,31_h_MV,none,yes,stressed
L_Barshis2013_PRJNA177515,SRR629131,adult,Acropora hyacinthus,control,40_c_MV,none,yes,control
L_Barshis2013_PRJNA177515,SRR629132,adult,Acropora hyacinthus,heat,40_h_MV,none,yes,stressed
L_Barshis2013_PRJNA177515,SRR629135,adult,Acropora hyacinthus,control,45_c_MV,none,yes,control
L_Barshis2013_PRJNA177515,SRR629150,adult,Acropora hyacinthus,control,55_c_MV,none,yes,control
L_Barshis2013_PRJNA177515,SRR629151,adult,Acropora hyacinthus,heat,55_h_MV,none,yes,stressed
L_Barshis2013_PRJNA177515,SRR629155,adult,Acropora hyacinthus,heat,65_h_MV,none,yes,stressed
L_Barshis2013_PRJNA177515,SRR629089,adult,Acropora hyacinthus,control,01_c_HV,none,yes,control
L_Barshis2013_PRJNA177515,SRR629095,adult,Acropora hyacinthus,heat,06_h_HV,none,yes,stressed
L_Barshis2013_PRJNA177515,SRR629127,adult,Acropora hyacinthus,control,75_c_HV,none,yes,control
L_Barshis2013_PRJNA177515,SRR629128,adult,Acropora hyacinthus,heat,75_h_HV,none,yes,stressed
L_Barshis2013_PRJNA177515,SRR629129,adult,Acropora hyacinthus,control,31_c_MV,none,yes,control
L_Barshis2013_PRJNA177515,SRR629133,adult,Acropora hyacinthus,control,44_c_MV,none,yes,control
L_Barshis2013_PRJNA177515,SRR629134,adult,Acropora hyacinthus,heat,44_h_MV,none,yes,stressed
L_Barshis2013_PRJNA177515,SRR629136,adult,Acropora hyacinthus,heat,45_h_MV,none,yes,stressed
L_Barshis2013_PRJNA177515,SRR629152,adult,Acropora hyacinthus,control,61_c_MV,none,yes,control
L_Barshis2013_PRJNA177515,SRR629153,adult,Acropora hyacinthus,heat,61_h_MV,none,yes,stressed
L_Barshis2013_PRJNA177515,SRR629154,adult,Acropora hyacinthus,control,65_c_MV,none,yes,control
L_Barshis2013_PRJNA177515,SRR629156,adult,Acropora hyacinthus,control,68_c_MV,none,yes,control
L_Barshis2013_PRJNA177515,SRR629157,adult,Acropora hyacinthus,heat,68_h_MV,none,yes,stressed
L_Barshis2013_PRJNA177515,SRR629158,adult,Acropora hyacinthus,control,70_c_MV,none,yes,control
L_Barshis2013_PRJNA177515,SRR629159,adult,Acropora hyacinthus,heat,70_h_MV,none,yes,stressed
L_Barshis2013_PRJNA177515,SRR629160,adult,Acropora hyacinthus,control,71_c_MV,none,yes,control
L_Barshis2013_PRJNA177515,SRR629161,adult,Acropora hyacinthus,heat,71_h_MV,none,yes,stressed
N_Zhou2017_PRJNA308355,SRR3095777,adult,Acropora aculeus,control,Aa_Control,none,NA,control
N_Zhou2017_PRJNA308355,SRR3095778,adult,Acropora aculeus,control,Aa_Control,none,NA,control
N_Zhou2017_PRJNA308355,SRR3095779,adult,Acropora aculeus,heat,Aa_Heat,none,NA,stressed
N_Zhou2017_PRJNA308355,SRR3095780,adult,Acropora aculeus,heat,Aa_Heat,none,NA,stressed
W_Gajigan2017_PRJNA298496,SRR5236068,adult,Acropora digitifera,heat,34C,none,NA,stressed
W_Gajigan2017_PRJNA298496,SRR5236067,adult,Acropora digitifera,heat,34C,none,NA,stressed
W_Gajigan2017_PRJNA298496,SRR5236069,adult,Acropora digitifera,control,29C,none,NA,control
W_Gajigan2017_PRJNA298496,SRR5236070,adult,Acropora digitifera,control,29C,none,NA,control
f1_parkinson2018_PRJNA423227,SRR6396371,adult,Acropora cervicornis,control,1hr_24-28c_summer_Miami,none,NA,control
f1_parkinson2018_PRJNA423227,SRR6396373,adult,Acropora cervicornis,heat,1hr_35C_summer_Miami,none,NA,stressed
f1_parkinson2018_PRJNA423227,SRR6396374,adult,Acropora cervicornis,control,1hr_24-28C_summer_LowerKeys,none,NA,control
f1_parkinson2018_PRJNA423227,SRR6396376,adult,Acropora cervicornis,heat,1hr_35C_summer_LowerKeys,none,NA,stressed
f1_parkinson2018_PRJNA423227,SRR6396377,adult,Acropora cervicornis,control,1hr_24-28C_winter_Miami,none,NA,control
f1_parkinson2018_PRJNA423227,SRR6396379,adult,Acropora cervicornis,heat,1hr_35C_winter_Miami,none,NA,stressed
f1_parkinson2018_PRJNA423227,SRR6396380,adult,Acropora cervicornis,control,1hr_24-28C_winter_LowerKeys,none,NA,control
f1_parkinson2018_PRJNA423227,SRR6396382,adult,Acropora cervicornis,heat,1hr_35C_winter_LowerKeys,none,NA,stressed
j1_Dixon2020_PRJNA559404,s1_S39,adult,Acropora millepora,control,Ht1.L1.C.tp1.1,none,yes,control
j1_Dixon2020_PRJNA559404,s2_S40,adult,Acropora millepora,control,Ht1.L1.C.tp1.2,none,yes,control
j1_Dixon2020_PRJNA559404,s3_S41,adult,Acropora millepora,control,Ht1.L1.C.tp1.3,none,yes,control
j1_Dixon2020_PRJNA559404,s4_S42,adult,Acropora millepora,control,Ht1.N2.C.tp1.1,none,yes,control
j1_Dixon2020_PRJNA559404,s5_S43,adult,Acropora millepora,control,Ht1.N2.C.tp1.2,none,yes,control
j1_Dixon2020_PRJNA559404,s6_S44,adult,Acropora millepora,control,Ht1.N2.C.tp1.3,none,yes,control
j1_Dixon2020_PRJNA559404,s7_S45,adult,Acropora millepora,heat,Ht1.L1.T.tp1.1,none,yes,stressed
j1_Dixon2020_PRJNA559404,s8_S46,adult,Acropora millepora,heat,Ht1.L1.T.tp1.2,none,yes,stressed
j1_Dixon2020_PRJNA559404,s9_S47,adult,Acropora millepora,heat,Ht1.L1.T.tp1.3,none,yes,stressed
j1_Dixon2020_PRJNA559404,s10_S48,adult,Acropora millepora,heat,Ht1.N2.T.tp1.1,none,yes,stressed
j1_Dixon2020_PRJNA559404,s11_S49,adult,Acropora millepora,heat,Ht1.N2.T.tp1.2,none,yes,stressed
j1_Dixon2020_PRJNA559404,s12_S50,adult,Acropora millepora,heat,Ht1.N2.T.tp1.3,none,yes,stressed
j1_Dixon2020_PRJNA559404,s13_S51,adult,Acropora millepora,control,Ht1.N1.C.tp1.1,none,yes,control
j1_Dixon2020_PRJNA559404,s14_S52,adult,Acropora millepora,control,Ht1.N1.C.tp1.2,none,yes,control
j1_Dixon2020_PRJNA559404,s15_S53,adult,Acropora millepora,control,Ht1.N1.C.tp1.3,none,yes,control
j1_Dixon2020_PRJNA559404,s16_S54,adult,Acropora millepora,control,Ht1.N10.C.tp1.1,none,yes,control
j1_Dixon2020_PRJNA559404,s17_S55,adult,Acropora millepora,control,Ht1.N10.C.tp1.2,none,yes,control
j1_Dixon2020_PRJNA559404,s18_S56,adult,Acropora millepora,control,Ht1.N10.C.tp1.3,none,yes,control
j1_Dixon2020_PRJNA559404,s19_S57,adult,Acropora millepora,heat,Ht1.N1.T.tp1.1,none,yes,stressed
j1_Dixon2020_PRJNA559404,s20_S58,adult,Acropora millepora,heat,Ht1.N1.T.tp1.2,none,yes,stressed
j1_Dixon2020_PRJNA559404,s21_S59,adult,Acropora millepora,heat,Ht1.N1.T.tp1.3,none,yes,stressed
j1_Dixon2020_PRJNA559404,s22_S60,adult,Acropora millepora,heat,Ht1.N10.T.tp1.1,none,yes,stressed
j1_Dixon2020_PRJNA559404,s23_S61,adult,Acropora millepora,heat,Ht1.N10.T.tp1.2,none,yes,stressed
j1_Dixon2020_PRJNA559404,s24_S62,adult,Acropora millepora,heat,Ht1.N10.T.tp1.3,none,yes,stressed
j1_Dixon2020_PRJNA559404,s25_S63,adult,Acropora millepora,control,Ht1.L1.C.tp2.1,none,yes,control
j1_Dixon2020_PRJNA559404,s26_S64,adult,Acropora millepora,control,Ht1.L1.C.tp2.2,none,yes,control
j1_Dixon2020_PRJNA559404,s27_S65,adult,Acropora millepora,control,Ht1.L1.C.tp2.3,none,yes,control
j1_Dixon2020_PRJNA559404,s28_S66,adult,Acropora millepora,control,Ht1.N2.C.tp2.1,none,yes,control
j1_Dixon2020_PRJNA559404,s29_S67,adult,Acropora millepora,control,Ht1.N2.C.tp2.2,none,yes,control
j1_Dixon2020_PRJNA559404,s30_S68,adult,Acropora millepora,control,Ht1.N2.C.tp2.3,none,yes,control
j1_Dixon2020_PRJNA559404,s31_S69,adult,Acropora millepora,heat,Ht1.L1.T.tp2.1,none,yes,stressed
j1_Dixon2020_PRJNA559404,s32_S70,adult,Acropora millepora,heat,Ht1.L1.T.tp2.2,none,yes,stressed
j1_Dixon2020_PRJNA559404,s33_S71,adult,Acropora millepora,heat,Ht1.L1.T.tp2.3,none,yes,stressed
j1_Dixon2020_PRJNA559404,s34_S72,adult,Acropora millepora,heat,Ht1.N2.T.tp2.1,none,yes,stressed
j1_Dixon2020_PRJNA559404,s35_S73,adult,Acropora millepora,heat,Ht1.N2.T.tp2.2,none,yes,stressed
j1_Dixon2020_PRJNA559404,s110_S145,adult,Acropora millepora,control,Tw.N10.C.tp1.2,none,yes,control
j1_Dixon2020_PRJNA559404,s111_S146,adult,Acropora millepora,control,Tw.N10.C.tp1.3,none,yes,control
j1_Dixon2020_PRJNA559404,s112_S147,adult,Acropora millepora,heat,Ht2.N10.T.tp1.1,none,yes,stressed
j1_Dixon2020_PRJNA559404,s113_S148,adult,Acropora millepora,heat,Ht2.N10.T.tp1.2,none,yes,stressed
j1_Dixon2020_PRJNA559404,s114_S149,adult,Acropora millepora,heat,Ht2.N10.T.tp1.3,none,yes,stressed
j1_Dixon2020_PRJNA559404,s121_S156,adult,Acropora millepora,heat,Ht2.L1.T.tp1.1,none,yes,stressed
j1_Dixon2020_PRJNA559404,s122_S157,adult,Acropora millepora,heat,Ht2.L1.T.tp1.2,none,yes,stressed
j1_Dixon2020_PRJNA559404,s123_S158,adult,Acropora millepora,heat,Ht2.L1.T.tp1.3,none,yes,stressed
j1_Dixon2020_PRJNA559404,s125_S159,adult,Acropora millepora,heat,Ht2.N2.T.tp1.2,none,yes,stressed
j1_Dixon2020_PRJNA559404,s126_S160,adult,Acropora millepora,heat,Ht2.N2.T.tp1.3,none,yes,stressed
j1_Dixon2020_PRJNA559404,s127_S161,adult,Acropora millepora,control,Tw.L1.C.tp1.1,none,yes,control
j1_Dixon2020_PRJNA559404,s128_S162,adult,Acropora millepora,control,Tw.L1.C.tp1.2,none,yes,control
j1_Dixon2020_PRJNA559404,s129_S163,adult,Acropora millepora,control,Tw.L1.C.tp1.3,none,yes,control
j1_Dixon2020_PRJNA559404,s130_S164,adult,Acropora millepora,control,Tw.N2.C.tp1.1,none,yes,control
j1_Dixon2020_PRJNA559404,s131_S165,adult,Acropora millepora,control,Tw.N2.C.tp1.2,none,yes,control
j1_Dixon2020_PRJNA559404,s132_S166,adult,Acropora millepora,control,Tw.N2.C.tp1.3,none,yes,control
j1_Dixon2020_PRJNA559404,s133_S167,adult,Acropora millepora,heat,Ht2.N1.T.tp1.1,none,yes,stressed
j1_Dixon2020_PRJNA559404,s134_S168,adult,Acropora millepora,heat,Ht2.N1.T.tp1.2,none,yes,stressed
j1_Dixon2020_PRJNA559404,s135_S169,adult,Acropora millepora,heat,Ht2.N1.T.tp1.3,none,yes,stressed
j1_Dixon2020_PRJNA559404,s139_S173,adult,Acropora millepora,control,Tw.N1.C.tp1.1,none,yes,control
j1_Dixon2020_PRJNA559404,s140_S174,adult,Acropora millepora,control,Tw.N1.C.tp1.2,none,yes,control
j1_Dixon2020_PRJNA559404,s141_S175,adult,Acropora millepora,control,Tw.N1.C.tp1.3,none,yes,control
j1_Dixon2020_PRJNA559404,s154_S188,adult,Acropora millepora,control,Tw.L1.C.tp2.1,none,yes,control
j1_Dixon2020_PRJNA559404,s155_S189,adult,Acropora millepora,control,Tw.L1.C.tp2.2,none,yes,control
j1_Dixon2020_PRJNA559404,s156_S190,adult,Acropora millepora,control,Tw.L1.C.tp2.3,none,yes,control
j1_Dixon2020_PRJNA559404,s160_S194,adult,Acropora millepora,control,Tw.N2.C.tp2.1,none,yes,control
j1_Dixon2020_PRJNA559404,s161_S195,adult,Acropora millepora,control,Tw.N2.C.tp2.2,none,yes,control
j1_Dixon2020_PRJNA559404,s162_S196,adult,Acropora millepora,control,Tw.N2.C.tp2.3,none,yes,control
j1_Dixon2020_PRJNA559404,s163_S197,adult,Acropora millepora,control,Tw.N1.C.tp2.1,none,yes,control
j1_Dixon2020_PRJNA559404,s164_S198,adult,Acropora millepora,control,Tw.N1.C.tp2.2,none,yes,control
j1_Dixon2020_PRJNA559404,s165_S199,adult,Acropora millepora,control,Tw.N1.C.tp2.3,none,yes,control
j1_Dixon2020_PRJNA559404,s176_S208,adult,Acropora millepora,heat,Ht1.N10.T.tp2.2,none,yes,stressed
j1_Dixon2020_PRJNA559404,s177_S209,adult,Acropora millepora,heat,Ht1.N10.T.tp2.3,none,yes,stressed
j1_Dixon2020_PRJNA559404,s181_S210,adult,Acropora millepora,control,Ht1.N1.C.tp2.1,none,yes,control
j1_Dixon2020_PRJNA559404,s182_S211,adult,Acropora millepora,control,Ht1.N1.C.tp2.2,none,yes,control
j1_Dixon2020_PRJNA559404,s183_S212,adult,Acropora millepora,control,Ht1.N1.C.tp2.3,none,yes,control
j1_Dixon2020_PRJNA559404,s190_S213,adult,Acropora millepora,control,Ht1.N10.C.tp2.1,none,yes,control
j1_Dixon2020_PRJNA559404,s191_S214,adult,Acropora millepora,control,Ht1.N10.C.tp2.2,none,yes,control
j1_Dixon2020_PRJNA559404,s192_S215,adult,Acropora millepora,control,Ht1.N10.C.tp2.3,none,yes,control
k1_Seneca2015_PRJNA274259,SRR1812166,adult,Acropora hyacinthus,control,X12_86_300_c_5h,none,yes,control
k1_Seneca2015_PRJNA274260,SRR1812167,adult,Acropora hyacinthus,control,X2_6_300_c_5h,none,yes,control
k1_Seneca2015_PRJNA274261,SRR1812168,adult,Acropora hyacinthus,control,X26_27_300_c_5h,none,yes,control
k1_Seneca2015_PRJNA274262,SRR1812169,adult,Acropora hyacinthus,control,X30_87_300_c_5h,none,yes,control
k1_Seneca2015_PRJNA274263,SRR1812170,adult,Acropora hyacinthus,control,X34_83_300_c_5h,none,yes,control
k1_Seneca2015_PRJNA274264,SRR1812171,adult,Acropora hyacinthus,control,X36_85_300_c_5h,none,yes,control
k1_Seneca2015_PRJNA274265,SRR1812172,adult,Acropora hyacinthus,control,X56_75_300_c_5h,none,yes,control
